"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"25-Feb-2021","EQ","1,053.00","1,057.55","1,020.65","1,047.60","1,047.00","1,042.60","1,033.99","1,130.00","482.20",412338,"426,352,592.90",18697
"24-Feb-2021","EQ","1,034.60","1,068.00","1,020.00","1,032.50","1,035.00","1,047.60","1,041.59","1,130.00","482.20",194184,"202,259,660.75",11914
"23-Feb-2021","EQ","1,062.00","1,130.00","1,011.75","1,025.10","1,033.45","1,032.50","1,045.56","1,130.00","482.20",908037,"949,403,559.35",40382
"22-Feb-2021","EQ","981.00","1,075.00","976.60","974.05","1,043.00","1,025.10","1,030.88","1,075.00","482.20",1867081,"1,924,734,322.05",84022
"19-Feb-2021","EQ","955.00","982.00","944.85","948.60","973.50","974.05","965.06","1,066.40","482.20",423112,"408,328,322.10",18603
"18-Feb-2021","EQ","955.00","958.00","936.00","945.35","949.00","948.60","946.38","1,066.40","482.20",252316,"238,787,232.60",11849
"17-Feb-2021","EQ","906.30","950.00","906.00","901.60","945.00","945.35","939.14","1,066.40","482.20",973921,"914,650,357.00",47392
"16-Feb-2021","EQ","958.00","960.00","893.00","944.95","902.90","901.60","915.50","1,066.40","482.20",1117650,"1,023,213,949.50",39172
"15-Feb-2021","EQ","921.65","962.95","916.00","912.65","942.00","944.95","936.38","1,066.40","482.20",636320,"595,835,295.00",26692
"12-Feb-2021","EQ","908.00","921.90","905.00","904.45","911.35","912.65","912.23","1,066.40","482.20",151122,"137,858,452.30",7775
"11-Feb-2021","EQ","886.90","925.00","884.80","890.95","905.00","904.45","908.75","1,066.40","482.20",643694,"584,955,972.50",28901
"10-Feb-2021","EQ","903.45","910.00","880.45","896.40","889.60","890.95","888.77","1,066.40","482.20",193969,"172,393,402.80",12523
"09-Feb-2021","EQ","895.00","901.50","883.00","887.30","895.00","896.40","891.45","1,066.40","482.20",109818,"97,897,724.15",7376
"08-Feb-2021","EQ","902.30","909.55","882.00","901.25","887.95","887.30","894.80","1,066.40","482.20",183505,"164,199,992.40",13241
"05-Feb-2021","EQ","907.00","910.10","891.70","902.90","900.00","901.25","900.00","1,066.40","482.20",120319,"108,286,672.25",13951
"04-Feb-2021","EQ","900.00","910.00","880.10","897.00","899.50","902.90","898.29","1,066.40","482.20",286341,"257,217,781.75",15509
"03-Feb-2021","EQ","874.95","904.90","872.05","870.10","897.00","897.00","894.73","1,066.40","482.20",327110,"292,674,295.60",11308
"02-Feb-2021","EQ","909.40","911.60","866.00","901.90","870.00","870.10","874.75","1,066.40","482.20",528139,"461,987,364.55",21308
"01-Feb-2021","EQ","897.95","916.00","875.00","898.60","895.50","901.90","903.04","1,066.40","482.20",193468,"174,709,656.25",10642
